loc,cases,deaths,date,Region,year
#adm2+name,#affected+infected,#affected+killed,#date,#region,#year
MARINDUQUE,19,0,20/01/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,15,0,27/01/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,0,03/02/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,0,10/02/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,11,0,17/02/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,0,24/02/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,5,0,03/03/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,1,10/03/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,14,0,17/03/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,34,0,24/03/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,17,0,31/03/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,24,0,07/04/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,0,14/04/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,0,21/04/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,9,0,28/04/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,5,0,05/05/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,6,0,12/05/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,15,0,19/05/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,9,0,26/05/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,9,0,02/06/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,11,0,09/06/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,10,0,16/06/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,11,0,23/06/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,29,0,30/06/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,38,0,07/07/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,54,0,14/07/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,57,0,21/07/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,23,0,28/07/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,63,0,04/08/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,60,0,11/08/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,62,0,18/08/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,35,0,25/08/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,42,0,01/09/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,49,0,08/09/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,43,0,15/09/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,37,0,22/09/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,45,0,29/09/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,0,06/10/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,24,0,13/10/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,20,0,20/10/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,12,0,27/10/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,3,0,03/11/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,7,0,10/11/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,16,0,17/11/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,3,0,24/11/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,13,0,01/12/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,7,0,08/12/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,8,0,15/12/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,0,0,22/12/2019,REGION IVB-MIMAROPA,2019
MARINDUQUE,8,0,29/12/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,2,0,13/01/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,23,0,20/01/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,40,0,27/01/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,17,0,03/02/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,25,0,10/02/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,8,0,17/02/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,20,0,24/02/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,17,1,03/03/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,7,0,10/03/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,7,0,17/03/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,11,0,24/03/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,7,0,31/03/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,5,0,07/04/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,21,1,14/04/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,7,0,21/04/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,6,0,28/04/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,3,0,05/05/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,5,0,12/05/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,6,0,19/05/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,4,0,26/05/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,4,0,02/06/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,7,0,09/06/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,9,0,16/06/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,13,0,23/06/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,27,0,30/06/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,24,0,07/07/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,95,0,14/07/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,50,0,21/07/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,60,0,28/07/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,68,0,04/08/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,61,0,11/08/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,56,0,18/08/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,79,0,25/08/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,77,0,01/09/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,48,0,08/09/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,100,0,15/09/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,90,0,22/09/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,52,0,29/09/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,1,0,06/10/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,2,0,13/10/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,31,0,20/10/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,37,0,27/10/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,52,0,03/11/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,32,0,10/11/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,41,0,17/11/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,36,0,24/11/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,61,0,01/12/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,22,0,08/12/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,15,0,15/12/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,22,0,22/12/2019,REGION IVB-MIMAROPA,2019
OCCIDENTAL MINDORO,15,0,29/12/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,19,0,13/01/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,98,2,20/01/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,87,0,27/01/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,75,1,03/02/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,66,1,10/02/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,61,0,17/02/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,71,0,24/02/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,68,0,03/03/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,65,0,10/03/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,38,0,17/03/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,41,0,24/03/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,46,0,31/03/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,34,0,07/04/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,42,0,14/04/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,23,0,21/04/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,20,1,28/04/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,22,0,05/05/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,19,0,12/05/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,21,0,19/05/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,29,0,26/05/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,22,0,02/06/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,21,0,09/06/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,40,0,16/06/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,49,0,23/06/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,78,0,30/06/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,90,0,07/07/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,152,0,14/07/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,184,0,21/07/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,107,0,28/07/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,133,1,04/08/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,187,0,11/08/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,115,1,18/08/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,83,0,25/08/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,73,0,01/09/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,83,3,08/09/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,134,0,15/09/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,74,0,22/09/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,62,0,29/09/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,51,1,06/10/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,48,0,13/10/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,59,0,20/10/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,17,0,27/10/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,15,0,03/11/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,41,1,10/11/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,27,0,17/11/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,12,0,24/11/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,13,0,01/12/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,43,0,08/12/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,40,0,15/12/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,24,0,22/12/2019,REGION IVB-MIMAROPA,2019
ORIENTAL MINDORO,20,0,29/12/2019,REGION IVB-MIMAROPA,2019
PALAWAN,11,0,13/01/2019,REGION IVB-MIMAROPA,2019
PALAWAN,36,0,20/01/2019,REGION IVB-MIMAROPA,2019
PALAWAN,30,1,27/01/2019,REGION IVB-MIMAROPA,2019
PALAWAN,42,0,03/02/2019,REGION IVB-MIMAROPA,2019
PALAWAN,49,0,10/02/2019,REGION IVB-MIMAROPA,2019
PALAWAN,49,0,17/02/2019,REGION IVB-MIMAROPA,2019
PALAWAN,68,0,24/02/2019,REGION IVB-MIMAROPA,2019
PALAWAN,59,0,03/03/2019,REGION IVB-MIMAROPA,2019
PALAWAN,60,0,10/03/2019,REGION IVB-MIMAROPA,2019
PALAWAN,47,0,17/03/2019,REGION IVB-MIMAROPA,2019
PALAWAN,66,0,24/03/2019,REGION IVB-MIMAROPA,2019
PALAWAN,43,0,31/03/2019,REGION IVB-MIMAROPA,2019
PALAWAN,39,0,07/04/2019,REGION IVB-MIMAROPA,2019
PALAWAN,16,0,14/04/2019,REGION IVB-MIMAROPA,2019
PALAWAN,31,0,21/04/2019,REGION IVB-MIMAROPA,2019
PALAWAN,23,0,28/04/2019,REGION IVB-MIMAROPA,2019
PALAWAN,13,0,05/05/2019,REGION IVB-MIMAROPA,2019
PALAWAN,16,0,12/05/2019,REGION IVB-MIMAROPA,2019
PALAWAN,30,0,19/05/2019,REGION IVB-MIMAROPA,2019
PALAWAN,20,0,26/05/2019,REGION IVB-MIMAROPA,2019
PALAWAN,25,0,02/06/2019,REGION IVB-MIMAROPA,2019
PALAWAN,13,0,09/06/2019,REGION IVB-MIMAROPA,2019
PALAWAN,27,0,16/06/2019,REGION IVB-MIMAROPA,2019
PALAWAN,54,0,23/06/2019,REGION IVB-MIMAROPA,2019
PALAWAN,46,1,30/06/2019,REGION IVB-MIMAROPA,2019
PALAWAN,43,0,07/07/2019,REGION IVB-MIMAROPA,2019
PALAWAN,120,1,14/07/2019,REGION IVB-MIMAROPA,2019
PALAWAN,163,1,21/07/2019,REGION IVB-MIMAROPA,2019
PALAWAN,178,0,28/07/2019,REGION IVB-MIMAROPA,2019
PALAWAN,197,0,04/08/2019,REGION IVB-MIMAROPA,2019
PALAWAN,159,1,11/08/2019,REGION IVB-MIMAROPA,2019
PALAWAN,147,0,18/08/2019,REGION IVB-MIMAROPA,2019
PALAWAN,146,0,25/08/2019,REGION IVB-MIMAROPA,2019
PALAWAN,152,0,01/09/2019,REGION IVB-MIMAROPA,2019
PALAWAN,96,0,08/09/2019,REGION IVB-MIMAROPA,2019
PALAWAN,123,0,15/09/2019,REGION IVB-MIMAROPA,2019
PALAWAN,105,0,22/09/2019,REGION IVB-MIMAROPA,2019
PALAWAN,78,0,29/09/2019,REGION IVB-MIMAROPA,2019
PALAWAN,84,2,06/10/2019,REGION IVB-MIMAROPA,2019
PALAWAN,45,0,13/10/2019,REGION IVB-MIMAROPA,2019
PALAWAN,61,0,20/10/2019,REGION IVB-MIMAROPA,2019
PALAWAN,44,1,27/10/2019,REGION IVB-MIMAROPA,2019
PALAWAN,63,0,03/11/2019,REGION IVB-MIMAROPA,2019
PALAWAN,50,0,10/11/2019,REGION IVB-MIMAROPA,2019
PALAWAN,16,0,17/11/2019,REGION IVB-MIMAROPA,2019
PALAWAN,25,0,24/11/2019,REGION IVB-MIMAROPA,2019
PALAWAN,14,0,01/12/2019,REGION IVB-MIMAROPA,2019
PALAWAN,11,0,08/12/2019,REGION IVB-MIMAROPA,2019
PALAWAN,30,0,15/12/2019,REGION IVB-MIMAROPA,2019
PALAWAN,15,0,22/12/2019,REGION IVB-MIMAROPA,2019
PALAWAN,3,0,29/12/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,6,0,13/01/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,17,0,20/01/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,17,0,27/01/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,18,0,03/02/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,24,0,10/02/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,21,0,17/02/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,18,0,24/02/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,18,0,03/03/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,30,0,10/03/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,18,0,17/03/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,20,0,24/03/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,8,0,31/03/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,9,0,07/04/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,5,0,14/04/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,7,0,21/04/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,5,0,28/04/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,1,0,05/05/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,2,0,12/05/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,5,0,19/05/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,7,0,26/05/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,11,0,02/06/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,19,0,09/06/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,19,0,16/06/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,19,0,23/06/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,332,0,30/06/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,42,0,07/07/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,30,0,14/07/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,31,0,21/07/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,19,0,28/07/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,50,0,04/08/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,63,0,11/08/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,59,0,18/08/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,47,0,25/08/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,48,0,01/09/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,53,0,08/09/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,51,0,15/09/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,53,0,22/09/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,29,0,29/09/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,43,0,06/10/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,20,0,13/10/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,16,0,20/10/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,17,0,27/10/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,12,0,03/11/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,13,0,10/11/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,7,0,17/11/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,15,1,24/11/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,14,0,01/12/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,4,0,08/12/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,3,0,15/12/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,4,0,22/12/2019,REGION IVB-MIMAROPA,2019
PUERTO PRINCESA CITY,4,0,29/12/2019,REGION IVB-MIMAROPA,2019
ROMBLON,3,0,13/01/2019,REGION IVB-MIMAROPA,2019
ROMBLON,1,0,20/01/2019,REGION IVB-MIMAROPA,2019
ROMBLON,5,0,27/01/2019,REGION IVB-MIMAROPA,2019
ROMBLON,2,0,03/02/2019,REGION IVB-MIMAROPA,2019
ROMBLON,3,0,10/02/2019,REGION IVB-MIMAROPA,2019
ROMBLON,8,0,17/02/2019,REGION IVB-MIMAROPA,2019
ROMBLON,18,0,24/02/2019,REGION IVB-MIMAROPA,2019
ROMBLON,9,0,03/03/2019,REGION IVB-MIMAROPA,2019
ROMBLON,6,0,10/03/2019,REGION IVB-MIMAROPA,2019
ROMBLON,10,0,17/03/2019,REGION IVB-MIMAROPA,2019
ROMBLON,9,0,24/03/2019,REGION IVB-MIMAROPA,2019
ROMBLON,7,0,31/03/2019,REGION IVB-MIMAROPA,2019
ROMBLON,5,0,07/04/2019,REGION IVB-MIMAROPA,2019
ROMBLON,2,0,14/04/2019,REGION IVB-MIMAROPA,2019
ROMBLON,4,0,21/04/2019,REGION IVB-MIMAROPA,2019
ROMBLON,3,0,28/04/2019,REGION IVB-MIMAROPA,2019
ROMBLON,1,0,05/05/2019,REGION IVB-MIMAROPA,2019
ROMBLON,2,0,12/05/2019,REGION IVB-MIMAROPA,2019
ROMBLON,4,0,19/05/2019,REGION IVB-MIMAROPA,2019
ROMBLON,3,0,26/05/2019,REGION IVB-MIMAROPA,2019
ROMBLON,2,0,02/06/2019,REGION IVB-MIMAROPA,2019
ROMBLON,4,0,09/06/2019,REGION IVB-MIMAROPA,2019
ROMBLON,5,0,16/06/2019,REGION IVB-MIMAROPA,2019
ROMBLON,7,0,23/06/2019,REGION IVB-MIMAROPA,2019
ROMBLON,18,0,30/06/2019,REGION IVB-MIMAROPA,2019
ROMBLON,20,0,07/07/2019,REGION IVB-MIMAROPA,2019
ROMBLON,17,0,14/07/2019,REGION IVB-MIMAROPA,2019
ROMBLON,20,0,21/07/2019,REGION IVB-MIMAROPA,2019
ROMBLON,11,0,28/07/2019,REGION IVB-MIMAROPA,2019
ROMBLON,56,0,04/08/2019,REGION IVB-MIMAROPA,2019
ROMBLON,73,0,11/08/2019,REGION IVB-MIMAROPA,2019
ROMBLON,82,0,18/08/2019,REGION IVB-MIMAROPA,2019
ROMBLON,44,1,25/08/2019,REGION IVB-MIMAROPA,2019
ROMBLON,58,0,01/09/2019,REGION IVB-MIMAROPA,2019
ROMBLON,41,1,08/09/2019,REGION IVB-MIMAROPA,2019
ROMBLON,35,0,15/09/2019,REGION IVB-MIMAROPA,2019
ROMBLON,32,0,22/09/2019,REGION IVB-MIMAROPA,2019
ROMBLON,32,0,29/09/2019,REGION IVB-MIMAROPA,2019
ROMBLON,16,0,06/10/2019,REGION IVB-MIMAROPA,2019
ROMBLON,18,0,13/10/2019,REGION IVB-MIMAROPA,2019
ROMBLON,22,0,20/10/2019,REGION IVB-MIMAROPA,2019
ROMBLON,10,0,27/10/2019,REGION IVB-MIMAROPA,2019
ROMBLON,5,0,03/11/2019,REGION IVB-MIMAROPA,2019
ROMBLON,4,0,10/11/2019,REGION IVB-MIMAROPA,2019
ROMBLON,121,0,17/11/2019,REGION IVB-MIMAROPA,2019
ROMBLON,0,0,24/11/2019,REGION IVB-MIMAROPA,2019
ROMBLON,0,0,01/12/2019,REGION IVB-MIMAROPA,2019
ROMBLON,0,0,08/12/2019,REGION IVB-MIMAROPA,2019
ROMBLON,0,0,15/12/2019,REGION IVB-MIMAROPA,2019
ROMBLON,0,0,22/12/2019,REGION IVB-MIMAROPA,2019
ROMBLON,0,0,29/12/2019,REGION IVB-MIMAROPA,2019
ALBAY,10,0,13/01/2019,REGION V-BICOL REGION,2019
ALBAY,18,0,20/01/2019,REGION V-BICOL REGION,2019
ALBAY,15,0,27/01/2019,REGION V-BICOL REGION,2019
ALBAY,21,0,03/02/2019,REGION V-BICOL REGION,2019
ALBAY,12,1,10/02/2019,REGION V-BICOL REGION,2019
ALBAY,5,0,17/02/2019,REGION V-BICOL REGION,2019
ALBAY,3,0,24/02/2019,REGION V-BICOL REGION,2019
ALBAY,13,0,03/03/2019,REGION V-BICOL REGION,2019
ALBAY,8,0,10/03/2019,REGION V-BICOL REGION,2019
ALBAY,12,0,17/03/2019,REGION V-BICOL REGION,2019
ALBAY,14,1,24/03/2019,REGION V-BICOL REGION,2019
ALBAY,13,2,31/03/2019,REGION V-BICOL REGION,2019
ALBAY,14,0,07/04/2019,REGION V-BICOL REGION,2019
ALBAY,6,0,14/04/2019,REGION V-BICOL REGION,2019
ALBAY,6,1,21/04/2019,REGION V-BICOL REGION,2019
ALBAY,7,0,28/04/2019,REGION V-BICOL REGION,2019
ALBAY,4,0,05/05/2019,REGION V-BICOL REGION,2019
ALBAY,14,0,12/05/2019,REGION V-BICOL REGION,2019
ALBAY,6,1,19/05/2019,REGION V-BICOL REGION,2019
ALBAY,10,0,26/05/2019,REGION V-BICOL REGION,2019
ALBAY,13,0,02/06/2019,REGION V-BICOL REGION,2019
ALBAY,15,0,09/06/2019,REGION V-BICOL REGION,2019
ALBAY,34,2,16/06/2019,REGION V-BICOL REGION,2019
ALBAY,52,1,23/06/2019,REGION V-BICOL REGION,2019
ALBAY,52,2,30/06/2019,REGION V-BICOL REGION,2019
ALBAY,69,0,07/07/2019,REGION V-BICOL REGION,2019
ALBAY,83,1,14/07/2019,REGION V-BICOL REGION,2019
ALBAY,76,0,21/07/2019,REGION V-BICOL REGION,2019
ALBAY,72,0,28/07/2019,REGION V-BICOL REGION,2019
ALBAY,83,1,04/08/2019,REGION V-BICOL REGION,2019
ALBAY,79,0,11/08/2019,REGION V-BICOL REGION,2019
ALBAY,58,1,18/08/2019,REGION V-BICOL REGION,2019
ALBAY,63,0,25/08/2019,REGION V-BICOL REGION,2019
ALBAY,77,1,01/09/2019,REGION V-BICOL REGION,2019
ALBAY,84,3,08/09/2019,REGION V-BICOL REGION,2019
ALBAY,80,1,15/09/2019,REGION V-BICOL REGION,2019
ALBAY,73,0,22/09/2019,REGION V-BICOL REGION,2019
ALBAY,43,0,29/09/2019,REGION V-BICOL REGION,2019
ALBAY,45,1,06/10/2019,REGION V-BICOL REGION,2019
ALBAY,32,1,13/10/2019,REGION V-BICOL REGION,2019
ALBAY,25,0,20/10/2019,REGION V-BICOL REGION,2019
ALBAY,18,0,27/10/2019,REGION V-BICOL REGION,2019
ALBAY,27,1,03/11/2019,REGION V-BICOL REGION,2019
ALBAY,18,0,10/11/2019,REGION V-BICOL REGION,2019
ALBAY,32,0,17/11/2019,REGION V-BICOL REGION,2019
ALBAY,8,0,24/11/2019,REGION V-BICOL REGION,2019
ALBAY,16,0,01/12/2019,REGION V-BICOL REGION,2019
ALBAY,11,0,08/12/2019,REGION V-BICOL REGION,2019
ALBAY,18,1,15/12/2019,REGION V-BICOL REGION,2019
ALBAY,12,0,22/12/2019,REGION V-BICOL REGION,2019
ALBAY,8,0,29/12/2019,REGION V-BICOL REGION,2019
CAMARINES NORTE,6,0,13/01/2019,REGION V-BICOL REGION,2019
